Code_commune_INSEE;Nom_commune;Code_postal;Prefix_codpos;Libelle_acheminement;Libelle_acheminement_len;Ligne_5;coordonnees_gps
16158;GRASSAC;16380;16;GRASSAC;7;;45.5978234157, 0.425282636474
72104;COURGAINS;72260;72;COURGAINS;9;;48.2678718355, 0.288544841026
72131;FERCE SUR SARTHE;72430;72;FERCE SUR SARTHE;16;;47.8850849516, -0.124766698855
72134;FLEE;72500;72;FLEE;4;;47.6976279722, 0.40117269936
72137;VILLENEUVE EN PERSEIGNE;72600;72;VILLENEUVE EN PERSEIGNE;23;MONTIGNY;48.3843358188, 0.287692343822
72151;JUIGNE SUR SARTHE;72300;72;JUIGNE SUR SARTHE;17;;47.8158416552, -0.299675845784
72179;MALICORNE SUR SARTHE;72270;72;MALICORNE SUR SARTHE;20;;47.7963450353, -0.0561013441942
72185;MAREIL SUR LOIR;72200;72;MAREIL SUR LOIR;15;;47.7079550031, -0.103616838489
72188;MAROLLETTE;72600;72;MAROLLETTE;10;;48.3843358188, 0.287692343822
72191;MAYET;72360;72;MAYET;5;;47.7503941662, 0.276407152429
72196;MEZIERES SUR PONTHOUIN;72290;72;MEZIERES SUR PONTHOUIN;22;;48.1733363685, 0.250385429699
72200;MONCE EN BELIN;72230;72;MONCE EN BELIN;14;;47.913932839, 0.210035627904
72214;NAUVAY;72260;72;NAUVAY;6;;48.2678718355, 0.288544841026
72219;NEUVY EN CHAMPAGNE;72240;72;NEUVY EN CHAMPAGNE;18;;48.1041163167, -0.0315288444627
72221;NOGENT SUR LOIR;72500;72;NOGENT SUR LOIR;15;;47.6976279722, 0.40117269936
72222;NOUANS;72260;72;NOUANS;6;;48.2678718355, 0.288544841026
72260;RUAUDIN;72230;72;RUAUDIN;7;;47.913932839, 0.210035627904
72261;RUILLE EN CHAMPAGNE;72240;72;RUILLE EN CHAMPAGNE;19;;48.1041163167, -0.0315288444627
72283;ST GERMAIN D ARCE;72800;72;ST GERMAIN D ARCE;17;;47.6593183612, 0.151937530924
72284;ST GERMAIN SUR SARTHE;72130;72;ST GERMAIN SUR SARTHE;21;;48.309288903, -0.0220228837082
72297;ST MARCEAU;72170;72;ST MARCEAU;10;;48.2253463465, 0.101974338988
72303;ST MICHEL DE CHAVAIGNES;72440;72;ST MICHEL DE CHAVAIGNES;23;;47.9535459011, 0.551637034392
72307;ST OUEN EN CHAMPAGNE;72350;72;ST OUEN EN CHAMPAGNE;20;;47.9751035931, -0.252964571236
72325;ST VINCENT DU LOROUER;72150;72;ST VINCENT DU LOROUER;21;;47.8403616783, 0.502697264254
72329;SAVIGNE L EVEQUE;72460;72;SAVIGNE L EVEQUE;16;;48.0865226783, 0.31265862637
72337;SOUGE LE GANELON;72130;72;SOUGE LE GANELON;16;;48.309288903, -0.0220228837082
72343;SOUVIGNE SUR SARTHE;72300;72;SOUVIGNE SUR SARTHE;19;;47.8158416552, -0.299675845784
72348;TASSILLE;72540;72;TASSILLE;8;;48.0067192493, -0.121851430688
72351;TENNIE;72240;72;TENNIE;6;;48.1041163167, -0.0315288444627
74158;MACHILLY;74140;74;MACHILLY;8;;46.3015215277, 6.32063415065
74159;MAGLAND;74300;74;MAGLAND;7;FLAINE;46.0342131745, 6.61842009953
74166;MARIN;74200;74;MARIN;5;;46.3412678337, 6.50524347796
74182;MEYTHET;74960;74;MEYTHET;7;;45.9084676642, 6.09877501469
74189;MONT SAXONNEX;74130;74;MONT SAXONNEX;13;;46.0305459575, 6.41226596803
74193;LA MURAZ;74560;74;LA MURAZ;8;;46.1345324619, 6.20396278518
74208;PASSY;74480;74;PASSY;5;SANCELLEMOZ;45.9541023994, 6.74002173102
74213;POISY;74330;74;POISY;5;;45.9569347655, 6.04448277364
74229;ST CERGUES;74140;74;ST CERGUES;10;;46.3015215277, 6.32063415065
74236;ST GERVAIS LES BAINS;74170;74;ST GERVAIS LES BAINS;20;LE FAYET;45.8240346924, 6.73668125318
74238;ST JEAN D AULPS;74430;74;ST JEAN D AULPS;15;;46.2473273724, 6.63608245857
74240;ST JEAN DE THOLOME;74250;74;ST JEAN DE THOLOME;18;;46.1507902198, 6.4004953647
74243;ST JULIEN EN GENEVOIS;74160;74;ST JULIEN EN GENEVOIS;21;;46.1148676836, 6.10447378554
74256;SALLANCHES;74700;74;SALLANCHES;10;ST ROCH;45.935449139, 6.60325360691
74262;SCIENTRIER;74930;74;SCIENTRIER;10;;46.1144620291, 6.25657495958
74269;SEYSSEL;74910;74;SEYSSEL;7;;46.0064819819, 5.83834131113
74279;THOLLON LES MEMISES;74500;74;THOLLON LES MEMISES;19;;46.3698657211, 6.65530659545
74285;USINENS;74910;74;USINENS;7;;46.0064819819, 5.83834131113
74286;VACHERESSE;74360;74;VACHERESSE;10;;46.2907146867, 6.73957320561
74291;VANZY;74270;74;VANZY;5;;46.0202121912, 5.92961082013
74293;VEIGY FONCENEX;74140;74;VEIGY FONCENEX;14;;46.3015215277, 6.32063415065
74299;VEYRIER DU LAC;74290;74;VEYRIER DU LAC;14;;45.8619270539, 6.21689519918
74305;VILLE LA GRAND;74100;74;VILLE LA GRAND;14;;46.1886553142, 6.24703235488
74306;VILLY LE BOUVERET;74350;74;VILLY LE BOUVERET;17;;46.0441260373, 6.10638974302
75104;PARIS 04;75004;75;PARIS;5;;48.8542262543, 2.35736312527
75110;PARIS 10;75010;75;PARIS;5;;48.8759734307, 2.36068494701
75117;PARIS 17;75017;75;PARIS;5;;48.8872660268, 2.30686780021
76004;AMBRUMESNIL;76550;76;AMBRUMESNIL;11;;49.8714214242, 1.05265186739
76007;ANCEAUMEVILLE;76710;76;ANCEAUMEVILLE;13;;49.5480184569, 1.08802152672
76035;AUMALE;76390;76;AUMALE;6;;49.7548408917, 1.67360909964
76041;AUTRETOT;76190;76;AUTRETOT;8;;49.6137220579, 0.75005615397
76042;AUVILLIERS;76270;76;AUVILLIERS;10;;49.7406847594, 1.46475769739
76044;AUZOUVILLE AUBERBOSC;76640;76;AUZOUVILLE AUBERBOSC;20;;49.6510172179, 0.600020704454
76045;AUZOUVILLE L ESNEVAL;76760;76;AUZOUVILLE L ESNEVAL;20;;49.6677030275, 0.908405860625
76049;AVESNES EN VAL;76630;76;AVESNES EN VAL;14;;49.9057063551, 1.31395145931
76051;BACQUEVILLE EN CAUX;76730;76;BACQUEVILLE EN CAUX;19;;49.796069527, 0.969746100995
76074;LA BELLIERE;76440;76;LA BELLIERE;11;;49.6188544023, 1.54394824597
76086;BERTRIMONT;76890;76;BERTRIMONT;10;;49.6903705547, 1.028862596
76104;BLOSSEVILLE;76460;76;BLOSSEVILLE;11;;49.8337451527, 0.727411790002
76105;LE BOCASSE;76690;76;LE BOCASSE;10;;49.5862188915, 1.14950930862
76111;BOIS L EVEQUE;76160;76;BOIS L EVEQUE;13;;49.45757124, 1.20910529231
76113;BOISSAY;76750;76;BOISSAY;7;;49.5594523897, 1.35159679533
76116;BOOS;76520;76;BOOS;4;;49.3789256618, 1.21574177782
76121;BOSC EDELINE;76750;76;BOSC EDELINE;12;;49.5594523897, 1.35159679533
76129;BOUDEVILLE;76560;76;BOUDEVILLE;10;;49.7257116216, 0.791799762014
76141;BREAUTE;76110;76;BREAUTE;7;;49.6526203294, 0.399455175841
76144;BRETTEVILLE ST LAURENT;76560;76;BRETTEVILLE ST LAURENT;22;;49.7257116216, 0.791799762014
76147;BULLY;76270;76;BULLY;5;;49.7406847594, 1.46475769739
76152;CAILLY;76690;76;CAILLY;6;;49.5862188915, 1.14950930862
76157;CANTELEU;76380;76;CANTELEU;8;;49.425520648, 1.00384964963
76165;CAUDEBEC LES ELBEUF;76320;76;CAUDEBEC LES ELBEUF;19;;49.2796174465, 1.0395659245
76173;LA CHAUSSEE;76590;76;LA CHAUSSEE;11;;49.7970976502, 1.12197403222
76187;CONTREMOULINS;76400;76;CONTREMOULINS;13;;49.7369377519, 0.397555016947
76188;COTTEVRARD;76850;76;COTTEVRARD;10;;49.6611954117, 1.17780106466
76189;CRASVILLE LA MALLET;76450;76;CRASVILLE LA MALLET;19;;49.775306419, 0.640370985618
76190;CRASVILLE LA ROCQUEFORT;76740;76;CRASVILLE LA ROCQUEFORT;23;;49.8334810107, 0.84718181664
76192;CRIEL SUR MER;76910;76;CRIEL SUR MER;13;;50.002581149, 1.30116674877
76196;CRIQUETOT L ESNEVAL;76280;76;CRIQUETOT L ESNEVAL;19;;49.6375220481, 0.236587220503
76198;CRIQUETOT SUR OUVILLE;76760;76;CRIQUETOT SUR OUVILLE;21;;49.6677030275, 0.908405860625
76208;CUY ST FIACRE;76220;76;CUY ST FIACRE;13;;49.4839370526, 1.63929557439
76210;DAMPIERRE ST NICOLAS;76510;76;DAMPIERRE ST NICOLAS;20;;49.8421027228, 1.24198039608
76216;DEVILLE LES ROUEN;76250;76;DEVILLE LES ROUEN;17;;49.4669354731, 1.05115010486
76219;DOUDEVILLE;76560;76;DOUDEVILLE;10;;49.7257116216, 0.791799762014
76229;ELBEUF EN BRAY;76220;76;ELBEUF EN BRAY;14;;49.4839370526, 1.63929557439
76276;FORGES LES EAUX;76440;76;FORGES LES EAUX;15;LE FOSSE;49.6188544023, 1.54394824597
76278;FOUCARMONT;76340;76;FOUCARMONT;10;;49.8827796444, 1.59743945705
76281;LA FRENAYE;76170;76;LA FRENAYE;10;;49.5137047652, 0.527687035677
76284;FRESNAY LE LONG;76850;76;FRESNAY LE LONG;15;;49.6611954117, 1.17780106466
76294;LA GAILLARDE;76740;76;LA GAILLARDE;12;;49.8334810107, 0.84718181664
76295;GAILLEFONTAINE;76870;76;GAILLEFONTAINE;14;;49.670350783, 1.60614437004
76306;GONNETOT;76730;76;GONNETOT;8;;49.796069527, 0.969746100995
76317;GRAINVILLE YMAUVILLE;76110;76;GRAINVILLE YMAUVILLE;20;;49.6526203294, 0.399455175841
8406;SAVIGNY SUR AISNE;8400;84;SAVIGNY SUR AISNE;17;;49.3759788124, 4.68476998487
8407;SECHAULT;8250;82;SECHAULT;8;;49.3052152829, 4.87924744188
10067;BUCHERES;10800;10;BUCHERES;8;;48.2055801821, 4.1125140322
10069;BUXIERES SUR ARCE;10110;10;BUXIERES SUR ARCE;17;;48.1160220302, 4.43093259336
10074;CHAMOY;10130;10;CHAMOY;6;;48.0520003827, 3.93246550297
10077;CHAMPIGNY SUR AUBE;10700;10;CHAMPIGNY SUR AUBE;18;;48.5834551294, 4.16090274297
10084;CHARMONT SOUS BARBUISE;10150;10;CHARMONT SOUS BARBUISE;22;;48.3962803897, 4.13703511392
10086;CHARNY LE BACHOT;10380;10;CHARNY LE BACHOT;16;;48.576907135, 3.98044859766
10089;CHATRES;10510;10;CHATRES;7;;48.4879809815, 3.8003478172
10093;CHAUMESNIL;10500;10;CHAUMESNIL;10;;48.4013286019, 4.53410660747
10098;CHESLEY;10210;10;CHESLEY;7;;48.0240420903, 4.12388886656
10099;CHESSY LES PRES;10130;10;CHESSY LES PRES;15;;48.0520003827, 3.93246550297
10102;COLOMBE LA FOSSE;10200;10;COLOMBE LA FOSSE;16;;48.2425292795, 4.71148061919
10107;COURSAN EN OTHE;10130;10;COURSAN EN OTHE;15;;48.0520003827, 3.93246550297
10122;DAVREY;10130;10;DAVREY;6;;48.0520003827, 3.93246550297
10124;DIERREY ST JULIEN;10190;10;DIERREY ST JULIEN;17;;48.249510935, 3.83670117751
10134;ECHEMINES;10350;10;ECHEMINES;9;;48.3775314816, 3.79587488372
10137;ENGENTE;10200;10;ENGENTE;7;;48.2425292795, 4.71148061919
10140;ERVY LE CHATEL;10130;10;ERVY LE CHATEL;14;;48.0520003827, 3.93246550297
10141;ESSOYES;10360;10;ESSOYES;7;;48.0604806131, 4.60332287539
10143;ETOURVY;10210;10;ETOURVY;7;;48.0240420903, 4.12388886656
10151;FONTAINE LES GRES;10280;10;FONTAINE LES GRES;17;;48.434575792, 3.91881606144
10157;LA FOSSE CORDUAN;10100;10;LA FOSSE CORDUAN;16;;48.4790813047, 3.69122724058
10160;FRAVAUX;10200;10;FRAVAUX;7;;48.2425292795, 4.71148061919
10162;FRESNOY LE CHATEAU;10270;10;FRESNOY LE CHATEAU;18;;48.2596266125, 4.24959642717
10174;ISLE AUBIGNY;10240;10;ISLE AUBIGNY;12;;48.495152966, 4.31805671159
10175;JASSEINES;10330;10;JASSEINES;9;;48.5139476266, 4.53465022681
10178;JESSAINS;10140;10;JESSAINS;8;;48.2443606803, 4.48006737892
10181;JULLY SUR SARCE;10260;10;JULLY SUR SARCE;15;;48.139145765, 4.23898035934
10195;LHUITRE;10700;10;LHUITRE;7;;48.5834551294, 4.16090274297
10205;LONGPRE LE SEC;10140;10;LONGPRE LE SEC;14;;48.2443606803, 4.48006737892
10209;LUSIGNY SUR BARSE;10270;10;LUSIGNY SUR BARSE;17;;48.2596266125, 4.24959642717
10213;MAGNANT;10110;10;MAGNANT;7;;48.1160220302, 4.43093259336
10214;MAGNICOURT;10240;10;MAGNICOURT;10;;48.495152966, 4.31805671159
10217;MAISON DES CHAMPS;10140;10;MAISON DES CHAMPS;17;;48.2443606803, 4.48006737892
10219;MAISONS LES SOULAINES;10200;10;MAISONS LES SOULAINES;21;;48.2425292795, 4.71148061919
10221;MAIZIERES LES BRIENNE;10500;10;MAIZIERES LES BRIENNE;21;;48.4013286019, 4.53410660747
10222;MARAYE EN OTHE;10160;10;MARAYE EN OTHE;14;;48.1889637587, 3.74338839008
10226;MAROLLES LES BAILLY;10110;10;MAROLLES LES BAILLY;19;;48.1160220302, 4.43093259336
10231;LE MERIOT;10400;10;LE MERIOT;9;;48.4799726716, 3.5156539842
10235;MESNIL LA COMTESSE;10700;10;MESNIL LA COMTESSE;18;;48.5834551294, 4.16090274297
10245;MONTAULIN;10270;10;MONTAULIN;9;;48.2596266125, 4.24959642717
10259;LA MOTTE TILLY;10400;10;LA MOTTE TILLY;14;;48.4799726716, 3.5156539842
10261;MUSSY SUR SEINE;10250;10;MUSSY SUR SEINE;15;;48.0053306806, 4.46269020196
10268;NOGENT SUR SEINE;10400;10;NOGENT SUR SEINE;16;;48.4799726716, 3.5156539842
10274;ORVILLIERS ST JULIEN;10170;10;ORVILLIERS ST JULIEN;20;;48.4916267047, 3.93350100384
10275;OSSEY LES TROIS MAISONS;10100;10;OSSEY LES TROIS MAISONS;23;;48.4790813047, 3.69122724058
10281;LE PAVILLON STE JULIE;10350;10;LE PAVILLON STE JULIE;21;;48.3775314816, 3.79587488372
10284;PERIGNY LA ROSE;10400;10;PERIGNY LA ROSE;15;;48.4799726716, 3.5156539842
10289;PLANCY L ABBAYE;10380;10;PLANCY L ABBAYE;15;;48.576907135, 3.98044859766
10294;POLIGNY;10110;10;POLIGNY;7;;48.1160220302, 4.43093259336
10296;POLISY;10110;10;POLISY;6;;48.1160220302, 4.43093259336
10301;POUY SUR VANNES;10290;10;POUY SUR VANNES;15;;48.3522204669, 3.62637818754
10309;PRUSY;10210;10;PRUSY;5;;48.0240420903, 4.12388886656
10314;RAMERUPT;10240;10;RAMERUPT;8;;48.495152966, 4.31805671159
10319;RIGNY LE FERRON;10160;10;RIGNY LE FERRON;15;;48.1889637587, 3.74338839008
10323;ROMILLY SUR SEINE;10100;10;ROMILLY SUR SEINE;17;;48.4790813047, 3.69122724058
10327;LA ROTHIERE;10500;10;LA ROTHIERE;11;;48.4013286019, 4.53410660747
10330;ROUVRES LES VIGNES;10200;10;ROUVRES LES VIGNES;18;;48.2425292795, 4.71148061919
10331;RUMILLY LES VAUDES;10260;10;RUMILLY LES VAUDES;18;;48.139145765, 4.23898035934
10338;ST ETIENNE SOUS BARBUISE;10700;10;ST ETIENNE SOUS BARBUISE;24;;48.5834551294, 4.16090274297
10342;ST JEAN DE BONNEVAL;10320;10;ST JEAN DE BONNEVAL;19;;48.1632184055, 4.02059815423
10343;ST JULIEN LES VILLAS;10800;10;ST JULIEN LES VILLAS;20;;48.2055801821, 4.1125140322
10348;ST LUPIEN;10350;10;ST LUPIEN;9;;48.3775314816, 3.79587488372
10359;ST PHAL;10130;10;ST PHAL;7;;48.0520003827, 3.93246550297
10360;ST POUANGE;10120;10;ST POUANGE;10;;48.2420570868, 4.01115012406
10364;ST USAGE;10360;10;ST USAGE;8;;48.0604806131, 4.60332287539
10368;SAVIERES;10600;10;SAVIERES;8;;48.3767482025, 3.98875459714
10376;THIEFFRAIN;10140;10;THIEFFRAIN;10;;48.2443606803, 4.48006737892
10377;THIL;10200;10;THIL;4;;48.2425292795, 4.71148061919
10384;TRANNES;10140;10;TRANNES;7;;48.2443606803, 4.48006737892
10391;VAILLY;10150;10;VAILLY;6;;48.3962803897, 4.13703511392
10395;VANLAY;10210;10;VANLAY;6;;48.0240420903, 4.12388886656
10400;VAUPOISSON;10700;10;VAUPOISSON;10;;48.5834551294, 4.16090274297
10403;VERNONVILLIERS;10200;10;VERNONVILLIERS;14;;48.2425292795, 4.71148061919
10416;VILLEMEREUIL;10800;10;VILLEMEREUIL;12;;48.2055801821, 4.1125140322
10425;VILLERY;10320;10;VILLERY;7;;48.1632184055, 4.02059815423
10426;VILLE SOUS LA FERTE;10310;10;VILLE SOUS LA FERTE;19;CLAIRVAUX SUR AUBE;48.1567685845, 4.79470021531
10434;VILLY LE BOIS;10800;10;VILLY LE BOIS;13;;48.2055801821, 4.1125140322
10436;VINETS;10700;10;VINETS;6;;48.5834551294, 4.16090274297
10438;VITRY LE CROISE;10110;10;VITRY LE CROISE;15;;48.1160220302, 4.43093259336
11002;AIROUX;11320;11;AIROUX;6;;43.3837467528, 1.85528043392
11004;ALAIGNE;11240;11;ALAIGNE;7;;43.1188469018, 2.06671991119
11009;ALZONNE;11170;11;ALZONNE;7;;43.2815047945, 2.19442534937
11013;ARGENS MINERVOIS;11200;11;ARGENS MINERVOIS;16;;43.1662010238, 2.78892059953
11015;ARQUES;11190;11;ARQUES;6;;42.9166610889, 2.34707884311
11018;ARZENS;11290;11;ARZENS;6;;43.1943746552, 2.18782678941
11019;AUNAT;11140;11;AUNAT;5;;42.7657925357, 2.16672255446
11036;BELVIS;11340;11;BELVIS;6;;42.8370630944, 1.98179772961
11037;BERRIAC;11000;11;BERRIAC;7;;43.2094356992, 2.34683719247
11049;BRAM;11150;11;BRAM;4;;43.2498711617, 2.06462165287
11055;BUGARACH;11190;11;BUGARACH;8;;42.9166610889, 2.34707884311
11057;CAHUZAC;11420;11;CAHUZAC;7;;43.2067830751, 1.79388571157
11064;CAMPLONG D AUDE;11200;11;CAMPLONG D AUDE;15;;43.1662010238, 2.78892059953
11066;CAMURAC;11340;11;CAMURAC;7;;42.8370630944, 1.98179772961
11069;CARCASSONNE;11000;11;CARCASSONNE;11;;43.2094356992, 2.34683719247
11069;CARCASSONNE;11000;11;CARCASSONNE;11;MONTLEGUN;43.2094356992, 2.34683719247
11072;LA CASSAIGNE;11270;11;LA CASSAIGNE;12;;43.1822151687, 1.96656505821
11077;CASTELNAU D AUDE;11700;11;CASTELNAU D AUDE;16;;43.2164263433, 2.63518086038
11079;CAUDEBRONDE;11390;11;CAUDEBRONDE;11;;43.3925599417, 2.2792029886
64444;PARDIES PIETAT;64800;64;PARDIES PIETAT;14;;43.1416716993, -0.242876303099
64448;POEY DE LESCAR;64230;64;POEY DE LESCAR;14;;43.3794240738, -0.449952549175
64449;POEY D OLORON;64400;64;POEY D OLORON;13;;43.1918951985, -0.642051267053
64450;POMPS;64370;64;POMPS;5;;43.4860703804, -0.580425369823
64453;PONTACQ;64530;64;PONTACQ;7;;43.2249813189, -0.0930410318434
64455;PORTET;64330;64;PORTET;6;;43.5418563695, -0.226283256585
64458;PRECHACQ JOSBAIG;64190;64;PRECHACQ JOSBAIG;16;;43.3303304572, -0.787383810475
64460;PRECILHON;64400;64;PRECILHON;9;;43.1918951985, -0.642051267053
64484;ST JEAN LE VIEUX;64220;64;ST JEAN LE VIEUX;16;;43.1182252068, -1.17987845599
64488;ST LAURENT BRETAGNE;64160;64;ST LAURENT BRETAGNE;19;;43.3830432565, -0.231977829206
64490;ST MARTIN D ARROSSA;64780;64;ST MARTIN D ARROSSA;19;EYHARCE;43.2518666668, -1.28852003798
64509;SAUGUIS ST ETIENNE;64470;64;SAUGUIS ST ETIENNE;18;;43.0978429518, -0.895873375717
64512;SAUVELADE;64150;64;SAUVELADE;9;;43.3738643161, -0.656609609505
64516;SEDZERE;64160;64;SEDZERE;7;;43.3830432565, -0.231977829206
64519;SERRES CASTET;64121;64;SERRES CASTET;13;;43.3744840703, -0.360649842096
65005;ALLIER;65360;65;ALLIER;6;;43.1625190004, 0.105391850437
65006;ANCIZAN;65440;65;ANCIZAN;7;;42.8992933799, 0.284053149323
65060;BANIOS;65200;65;BANIOS;6;;43.0346588013, 0.142823788541
65064;BAREILLES;65240;65;BAREILLES;9;;42.8315711949, 0.385912028349
65072;BAZET;65460;65;BAZET;5;;43.2812999777, 0.0852833295183
65074;BAZORDAN;65670;65;BAZORDAN;8;;43.2182663544, 0.503870711407
65076;BAZUS NESTE;65250;65;BAZUS NESTE;11;;43.0306895829, 0.387562975856
65097;BONREPOS;65330;65;BONREPOS;8;;43.2121588456, 0.389695156566
65103;BOUILH PEREUILH;65350;65;BOUILH PEREUILH;15;;43.2779016601, 0.195544066048
65105;BOURG DE BIGORRE;65130;65;BOURG DE BIGORRE;16;;43.0681030312, 0.291772301589
65134;CASTERETS;65230;65;CASTERETS;9;;43.2892143486, 0.513472405936
65147;CIEUTAT;65200;65;CIEUTAT;7;;43.0346588013, 0.142823788541
65167;ESPIEILH;65130;65;ESPIEILH;8;;43.0681030312, 0.291772301589
65189;GAYAN;65320;65;GAYAN;5;;43.2893977372, -0.0372582279656
65195;GENOS;65240;65;GENOS;5;;42.8315711949, 0.385912028349
65198;GERDE;65200;65;GERDE;5;;43.0346588013, 0.142823788541
65247;ARRAYOU LAHITTE;65100;65;ARRAYOU LAHITTE;15;;43.0733136747, -0.0281562446131
65254;LAMEAC;65140;65;LAMEAC;6;;43.3753826494, 0.157344446481
65256;LANESPEDE;65190;65;LANESPEDE;9;;43.1910233781, 0.247081706859
65270;LESPOUEY;65190;65;LESPOUEY;8;;43.1910233781, 0.247081706859
65272;LHEZ;65190;65;LHEZ;4;;43.1910233781, 0.247081706859
65275;LIES;65200;65;LIES;4;;43.0346588013, 0.142823788541
65277;LOMBRES;65150;65;LOMBRES;7;;43.0398654561, 0.480304747102
65278;LOMNE;65130;65;LOMNE;5;;43.0681030312, 0.291772301589
65290;LUC;65190;65;LUC;3;;43.1910233781, 0.247081706859
65295;LUZ ST SAUVEUR;65120;65;LUZ ST SAUVEUR;14;ST SAUVEUR LES BAINS;42.8310164277, 0.0356881047595
65318;MONTASTRUC;65330;65;MONTASTRUC;10;;43.2121588456, 0.389695156566
65332;OLEAC DEBAT;65350;65;OLEAC DEBAT;11;;43.2779016601, 0.195544066048
65481;BAREGES;65120;65;BAREGES;7;;42.8310164277, 0.0356881047595
66012;BAHO;66540;66;BAHO;4;;42.706004136, 2.82015872285
66016;BANYULS SUR MER;66650;66;BANYULS SUR MER;15;;42.4611706779, 3.09951528001
66020;BOLQUERE;66210;66;BOLQUERE;8;;42.5768510498, 2.08522065901
66027;LA CABANASSE;66210;66;LA CABANASSE;12;;42.5768510498, 2.08522065901
66047;CAUDIES DE CONFLENT;66360;66;CAUDIES DE CONFLENT;19;;42.5209354388, 2.25593024652
66052;CODALET;66500;66;CODALET;7;;42.6387954741, 2.35409943996
66065;ELNE;66200;66;ELNE;4;;42.6141104205, 2.96373811685
66066;ENVEITG;66760;66;ENVEITG;7;;42.529853625, 1.88244729389
65307;MAZERES DE NESTE;65150;65;MAZERES DE NESTE;16;;43.0398654561, 0.480304747102
65315;MONLEON MAGNOAC;65670;65;MONLEON MAGNOAC;15;;43.2182663544, 0.503870711407
65321;MONTIGNAC;65690;65;MONTIGNAC;9;;43.1995880438, 0.138139149082
65335;ORDIZAN;65200;65;ORDIZAN;7;;43.0346588013, 0.142823788541
65337;ORIEUX;65190;65;ORIEUX;6;;43.1910233781, 0.247081706859
65338;ORIGNAC;65200;65;ORIGNAC;7;;43.0346588013, 0.142823788541
65361;PEYRUN;65140;65;PEYRUN;6;;43.3753826494, 0.157344446481
65379;RIS;65590;65;RIS;3;;42.8710607597, 0.412551570718
65399;SALIGOS;65120;65;SALIGOS;7;;42.8310164277, 0.0356881047595
65405;SARLABOUS;65130;65;SARLABOUS;9;;43.0681030312, 0.291772301589
65411;SASSIS;65120;65;SASSIS;6;;42.8310164277, 0.0356881047595
65414;SEGALAS;65140;65;SEGALAS;7;;43.3753826494, 0.157344446481
65421;SERE LANSO;65100;65;SERE LANSO;10;;43.0733136747, -0.0281562446131
65455;TUZAGUET;65150;65;TUZAGUET;8;;43.0398654561, 0.480304747102
65458;UZ;65400;65;UZ;2;;42.9460232752, -0.163635149644
65459;UZER;65200;65;UZER;4;;43.0346588013, 0.142823788541
65461;VIDOU;65220;65;VIDOU;5;;43.3060883041, 0.336975313607
65468;VIEUZOS;65230;65;VIEUZOS;7;;43.2892143486, 0.513472405936
66100;LLO;66800;66;LLO;3;;42.4383838343, 2.06806880933
66103;MARQUIXANES;66320;66;MARQUIXANES;11;;42.5986155988, 2.51617353638
66106;MAUREILLAS LAS ILLAS;66480;66;MAUREILLAS LAS ILLAS;20;LAS ILLAS;42.4667287992, 2.83075140133
61026;BARVILLE;61170;61;BARVILLE;8;;48.5356113416, 0.35155128449
61029;BAZOCHES SUR HOENE;61560;61;BAZOCHES SUR HOENE;18;;48.5537454503, 0.466186712804
61036;BELFONDS;61500;61;BELFONDS;8;;48.5847584341, 0.153667553772
61041;BELLOU LE TRICHARD;61130;61;BELLOU LE TRICHARD;18;;48.3285954203, 0.552655257465
61051;BOITRON;61500;61;BOITRON;7;;48.5847584341, 0.153667553772
61052;BONNEFOI;61270;61;BONNEFOI;8;;48.7128046725, 0.565898485852
61060;BRETHEL;61270;61;BRETHEL;7;;48.7128046725, 0.565898485852
61062;BRIEUX;61160;61;BRIEUX;6;;48.8349522654, 0.0329751548696
61072;CANAPVILLE;61120;61;CANAPVILLE;10;;48.8979629292, 0.218290083963
61086;LES CHAMPEAUX;61120;61;LES CHAMPEAUX;13;;48.8979629292, 0.218290083963
61094;LA CHAPELLE AU MOINE;61100;61;LA CHAPELLE AU MOINE;20;;48.7672025982, -0.554045579271
61110;LA COCHERE;61310;61;LA COCHERE;10;;48.7674422988, 0.143051627091
61133;COURTOMER;61390;61;COURTOMER;9;;48.6344611985, 0.334647224183
61153;ECOUCHE LES VALLEES;61150;61;ECOUCHE LES VALLEES;19;BATILLY;48.689271735, -0.160878678155
61167;LA FERTE EN OUCHE;61550;61;LA FERTE EN OUCHE;17;ANCEINS;48.7987924766, 0.488599977728
61169;FLERS;61100;61;FLERS;5;;48.7672025982, -0.554045579271
61187;LES GENETTES;61270;61;LES GENETTES;12;;48.7128046725, 0.565898485852
61203;HELOUP;61250;61;HELOUP;6;;48.4708532437, 0.079807061748
61215;LALEU;61170;61;LALEU;5;;48.5356113416, 0.35155128449
61227;LIGNOU;61220;61;LIGNOU;6;;48.6912403001, -0.398336415364
61231;LONGUENOE;61320;61;LONGUENOE;9;;48.5604345646, -0.127275298699
61244;MAHERU;61380;61;MAHERU;6;;48.6465591263, 0.503213042824
61248;MANTILLY;61350;61;MANTILLY;8;;48.5245489295, -0.754028854445
61267;MENIL HERMEI;61210;61;MENIL HERMEI;12;;48.7855684657, -0.252751523402
61396;ST GERMAIN DE MARTIGNY;61560;61;ST GERMAIN DE MARTIGNY;22;;48.5537454503, 0.466186712804
61405;ST HILAIRE SUR ERRE;61340;61;ST HILAIRE SUR ERRE;19;;48.372155968, 0.719847889248
61420;STE MARIE LA ROBERT;61320;61;STE MARIE LA ROBERT;19;;48.5604345646, -0.127275298699
